seconds,b2
float,int
,
0.19957386363636365,2766
0.3991477272727273,0
0.5987215909090908,18
0.7982954545454546,34
0.9978693181818181,0
1.1974431818181817,0
1.3970170454545454,0
1.5965909090909092,0
1.796164772727273,0
1.9957386363636362,0
2.1953125,0
2.3948863636363633,0
2.5944602272727275,1
2.794034090909091,3907
2.993607954545454,7333
3.1931818181818183,20
3.3927556818181817,29
3.592329545454546,0
3.791903409090909,25
3.9914772727272725,4
4.191051136363637,0
4.390625,246
4.590198863636363,140
4.789772727272727,23
4.989346590909092,191
5.188920454545455,64
5.388494318181818,76
5.588068181818182,50
5.787642045454545,250
5.987215909090908,241
6.186789772727273,12
6.386363636363637,311
6.5859375,135
6.785511363636363,354
6.985085227272727,165
7.184659090909092,112
7.384232954545455,306
7.583806818181818,222
7.783380681818182,27
7.982954545454545,143
8.182528409090908,61
8.382102272727273,61
8.581676136363637,65
8.78125,16
8.980823863636363,59
9.180397727272727,23
9.37997159090909,0
9.579545454545453,43
9.779119318181817,114
9.978693181818183,55
10.178267045454547,9312
10.37784090909091,4316
10.577414772727273,51
10.776988636363637,148
10.9765625,948
11.176136363636363,118
11.375710227272727,7
11.57528409090909,43
11.774857954545453,3
11.974431818181817,23
12.174005681818183,0
12.373579545454547,0
12.57315340909091,198
12.772727272727273,133
12.972301136363637,243
13.171875,324
13.371448863636363,21
13.571022727272727,147
13.77059659090909,84
13.970170454545453,25
14.169744318181817,57
14.369318181818183,63
14.568892045454547,34
14.76846590909091,6
14.968039772727273,0
15.167613636363637,70
15.3671875,64
15.566761363636363,32
15.766335227272727,13
15.96590909090909,53
16.165482954545453,12
16.365056818181817,0
16.564630681818183,0
16.764204545454547,159
16.96377840909091,91
17.163352272727273,220
17.362926136363637,225
17.5625,125
17.762073863636367,247
17.961647727272727,167
18.161221590909093,34
18.360795454545453,61
18.56036931818182,7
18.75994318181818,32
18.959517045454547,59
19.159090909090907,19
19.358664772727273,118
19.558238636363633,70
19.7578125,4
19.957386363636367,35
20.156960227272727,6
20.356534090909093,7
20.556107954545453,19
20.75568181818182,0
20.95525568181818,13
21.154829545454547,4
21.354403409090907,57
21.553977272727273,1
21.753551136363633,42
21.953125,175
22.152698863636367,64
22.352272727272727,212
22.551846590909093,304
22.751420454545453,50
22.95099431818182,482
23.15056818181818,113
23.350142045454547,289
23.549715909090907,459
23.749289772727273,17
23.948863636363633,112
24.1484375,120
24.348011363636367,11
24.547585227272727,0
24.747159090909093,0
24.946732954545453,82
25.14630681818182,94
25.34588068181818,70
25.545454545454547,63
25.745028409090907,197
25.944602272727273,95
26.144176136363633,99
26.34375,105
26.543323863636367,6
26.742897727272727,36
26.942471590909093,0
27.142045454545453,8
27.34161931818182,69
27.54119318181818,54
27.740767045454547,114
27.940340909090907,85
28.139914772727273,2
28.339488636363633,1
28.5390625,1
28.738636363636367,5
28.938210227272727,1
29.137784090909093,0
29.337357954545453,0
29.53693181818182,0
29.73650568181818,0
29.936079545454547,0
30.135653409090907,2
30.335227272727273,7
30.534801136363633,32
30.734375,4
30.933948863636367,93
31.133522727272727,141
31.333096590909093,201
31.532670454545453,63
31.73224431818182,19
31.93181818181818,56
32.13139204545455,23
32.33096590909091,0
32.53053977272727,17
32.73011363636363,3
32.9296875,152
33.12926136363637,3
33.32883522727273,3
33.52840909090909,42
33.72798295454545,9
33.92755681818182,8
34.12713068181818,64
34.32670454545455,45
34.52627840909091,327
34.72585227272727,122
34.92542613636363,24
35.125,120
35.32457386363636,36
35.524147727272734,4
35.72372159090909,134
35.92329545454545,23
36.12286931818181,14
36.32244318181819,10
36.52201704545455,2
36.72159090909091,29
36.921164772727266,46
37.12073863636364,96
37.3203125,75
37.51988636363636,10
37.719460227272734,1
37.91903409090909,0
38.11860795454545,0
38.31818181818181,0
38.51775568181819,29
38.71732954545455,0
38.91690340909091,1
39.116477272727266,162
39.31605113636364,1
39.515625,22
39.71519886363636,0
39.914772727272734,0
40.11434659090909,56
40.31392045454545,31
40.51349431818181,75
40.71306818181819,219
40.91264204545455,227
41.11221590909091,0
41.311789772727266,64
41.51136363636364,4
41.7109375,5
41.91051136363636,319
42.110085227272734,0
42.30965909090909,1
42.50923295454545,5
42.70880681818181,1
42.90838068181819,0
43.10795454545455,46
43.30752840909091,58
43.507102272727266,52
43.70667613636364,103
43.90625,111
44.10582386363636,169
44.305397727272734,178
44.50497159090909,36
44.70454545454545,27
44.90411931818181,154
45.10369318181819,26
45.30326704545455,66
45.50284090909091,26
45.702414772727266,635
45.90198863636364,59
