seconds,b3
float,int
,
0.19957386363636365,7825
0.3991477272727273,0
0.5987215909090908,46
0.7982954545454546,15
0.9978693181818181,0
1.1974431818181817,0
1.3970170454545454,0
1.5965909090909092,0
1.796164772727273,0
1.9957386363636362,0
2.1953125,0
2.3948863636363633,0
2.5944602272727275,0
2.794034090909091,3994
2.993607954545454,12012
3.1931818181818183,22
3.3927556818181817,88
3.592329545454546,0
3.791903409090909,22
3.9914772727272725,9
4.191051136363637,1
4.390625,466
4.590198863636363,49
4.789772727272727,17
4.989346590909092,112
5.188920454545455,31
5.388494318181818,0
5.588068181818182,48
5.787642045454545,194
5.987215909090908,124
6.186789772727273,1
6.386363636363637,7
6.5859375,44
6.785511363636363,0
6.985085227272727,4
7.184659090909092,72
7.384232954545455,213
7.583806818181818,98
7.783380681818182,16
7.982954545454545,215
8.182528409090908,26
8.382102272727273,0
8.581676136363637,0
8.78125,5
8.980823863636363,29
9.180397727272727,0
9.37997159090909,0
9.579545454545453,3
9.779119318181817,24
9.978693181818183,33
10.178267045454547,6857
10.37784090909091,2107
10.577414772727273,62
10.776988636363637,79
10.9765625,225
11.176136363636363,46
11.375710227272727,21
11.57528409090909,31
11.774857954545453,3
11.974431818181817,15
12.174005681818183,0
12.373579545454547,0
12.57315340909091,25
12.772727272727273,3
12.972301136363637,36
13.171875,10
13.371448863636363,0
13.571022727272727,46
13.77059659090909,67
13.970170454545453,20
14.169744318181817,0
14.369318181818183,0
14.568892045454547,174
14.76846590909091,2
14.968039772727273,3
15.167613636363637,55
15.3671875,10
15.566761363636363,3
15.766335227272727,64
15.96590909090909,122
16.165482954545453,36
16.365056818181817,0
16.564630681818183,2
16.764204545454547,36
16.96377840909091,50
17.163352272727273,38
17.362926136363637,0
17.5625,49
17.762073863636367,42
17.961647727272727,40
18.161221590909093,2
18.360795454545453,52
18.56036931818182,41
18.75994318181818,2
18.959517045454547,65
19.159090909090907,30
19.358664772727273,17
19.558238636363633,26
19.7578125,6
19.957386363636367,7
20.156960227272727,0
20.356534090909093,4
20.556107954545453,1
20.75568181818182,0
20.95525568181818,13
21.154829545454547,17
21.354403409090907,12
21.553977272727273,0
21.753551136363633,51
21.953125,28
22.152698863636367,42
22.352272727272727,9
22.551846590909093,61
22.751420454545453,7
22.95099431818182,3
23.15056818181818,0
23.350142045454547,1
23.549715909090907,34
23.749289772727273,0
23.948863636363633,0
24.1484375,1
24.348011363636367,1
24.547585227272727,0
24.747159090909093,4
24.946732954545453,26
25.14630681818182,79
25.34588068181818,41
25.545454545454547,5
25.745028409090907,92
25.944602272727273,136
26.144176136363633,38
26.34375,28
26.543323863636367,0
26.742897727272727,4
26.942471590909093,0
27.142045454545453,36
27.34161931818182,90
27.54119318181818,99
27.740767045454547,68
27.940340909090907,109
28.139914772727273,40
28.339488636363633,21
28.5390625,3
28.738636363636367,0
28.938210227272727,0
29.137784090909093,0
29.337357954545453,0
29.53693181818182,0
29.73650568181818,0
29.936079545454547,1
30.135653409090907,3
30.335227272727273,12
30.534801136363633,13
30.734375,0
30.933948863636367,63
31.133522727272727,73
31.333096590909093,274
31.532670454545453,53
31.73224431818182,75
31.93181818181818,87
32.13139204545455,35
32.33096590909091,0
32.53053977272727,13
32.73011363636363,0
32.9296875,151
33.12926136363637,9
33.32883522727273,17
33.52840909090909,86
33.72798295454545,0
33.92755681818182,0
34.12713068181818,28
34.32670454545455,30
34.52627840909091,133
34.72585227272727,50
34.92542613636363,18
35.125,104
35.32457386363636,23
35.524147727272734,0
35.72372159090909,27
35.92329545454545,24
36.12286931818181,14
36.32244318181819,27
36.52201704545455,4
36.72159090909091,16
36.921164772727266,10
37.12073863636364,68
37.3203125,28
37.51988636363636,1
37.719460227272734,0
37.91903409090909,0
38.11860795454545,0
38.31818181818181,0
38.51775568181819,60
38.71732954545455,0
38.91690340909091,0
39.116477272727266,31
39.31605113636364,0
39.515625,19
39.71519886363636,0
39.914772727272734,0
40.11434659090909,87
40.31392045454545,116
40.51349431818181,80
40.71306818181819,104
40.91264204545455,147
41.11221590909091,1
41.311789772727266,108
41.51136363636364,25
41.7109375,27
41.91051136363636,84
42.110085227272734,7
42.30965909090909,7
42.50923295454545,2
42.70880681818181,4
42.90838068181819,0
43.10795454545455,42
43.30752840909091,72
43.507102272727266,16
43.70667613636364,79
43.90625,41
44.10582386363636,115
44.305397727272734,99
44.50497159090909,44
44.70454545454545,37
44.90411931818181,2
45.10369318181819,2
45.30326704545455,24
45.50284090909091,95
45.702414772727266,176
45.90198863636364,32
